title,skill_name,jobs_count,rank
Manager of Talent Acquisition (Lifesciences/Research),Human Resources,1,1.0
Manager of Tech Investigation,Other,1,1.0
Manager of Tire Sales,Business Development,2,1.0
Manager of Tire Sales,Sales,2,2.0
Manager of Violence Prevention,Management,1,1.0
Manager of Violence Prevention,Public Relations,1,2.0
Manager of Violence Prevention,Strategy/Planning,1,3.0
"Manager or Sr. Analyst, SEC & Technical Reporting",Accounting/Auditing,1,1.0
"Manager or Sr. Analyst, SEC & Technical Reporting",Finance,1,2.0
Manager – Real Estate Accounting,Management,1,1.0
Manager – Real Estate Accounting,Sales,1,2.0
"Manager, A/P Support (Hybrid)",Accounting/Auditing,1,1.0
"Manager, A/P Support (Hybrid)",Finance,1,2.0
"Manager, AMR Commercial Finance - Corporate Accounts",Finance,1,1.0
"Manager, AMR Commercial Finance - Corporate Accounts",Sales,1,2.0
"Manager, AWS Data Engineer",Engineering,1,1.0
"Manager, Accounting",Accounting/Auditing,1,1.0
"Manager, Accounting",Finance,1,2.0
"Manager, Accounting & External Reporting",Accounting/Auditing,1,1.0
"Manager, Accounting & External Reporting",Finance,1,2.0
"Manager, Accounting & Finance | Family Office",Accounting/Auditing,1,1.0
"Manager, Accounting & Finance | Family Office",Finance,1,2.0
"Manager, Accounting & Finance | Family Office",Management,1,3.0
"Manager, Accounting - Consolidation & Reporting",Accounting/Auditing,1,1.0
"Manager, Accounting - Consolidation & Reporting",Finance,1,2.0
"Manager, Accounting Systems - Data",Finance,1,1.0
"Manager, Accounting Systems - Data",Sales,1,2.0
"Manager, Advanced Advertising Data Solutions, Paramount Advertising",Marketing,1,1.0
"Manager, Advanced Advertising Data Solutions, Paramount Advertising",Sales,1,2.0
"Manager, Air Import",General Business,1,1.0
"Manager, Air Import",Management,1,2.0
"Manager, Air Import",Other,1,3.0
"Manager, Air Quality Engineer - Permitting",Administrative,1,1.0
"Manager, Air Quality Engineer - Permitting",Engineering,1,2.0
"Manager, Air Quality Engineer - Permitting",Management,1,3.0
"Manager, Americas",Other,1,1.0
"Manager, Analytics",Other,1,1.0
"Manager, Analytics & Insights",Analyst,1,1.0
"Manager, Analytics & Insights",Information Technology,1,2.0
"Manager, Analytics & Insights",Research,1,3.0
"Manager, Asset Protection",Finance,1,1.0
"Manager, Asset Protection",Sales,1,2.0
"Manager, Assistant Property",Other,1,1.0
"Manager, Audit",Accounting/Auditing,1,1.0
"Manager, Audit",Finance,1,2.0
"Manager, Automation Engineer (Manufacturing)",Engineering,1,1.0
"Manager, Automation Engineer (Manufacturing)",Information Technology,1,2.0
"Manager, BSA/AML Compliance",Business Development,1,1.0
"Manager, BSA/AML Compliance",Sales,1,2.0
"Manager, BWI NPD Sourcing",Purchasing,1,1.0
"Manager, BWI NPD Sourcing",Supply Chain,1,2.0
"Manager, Benefit Administration",Human Resources,1,1.0
"Manager, Benefits",Human Resources,1,1.0
"Manager, Benefits and Compensation",Human Resources,1,1.0
"Manager, Brand Communications (US Sports)",Advertising,1,1.0
"Manager, Brand Communications (US Sports)",Art/Creative,1,2.0
"Manager, Brand Communications (US Sports)",Marketing,1,3.0
"Manager, Brand Marketing",Marketing,1,1.0
"Manager, Brand Marketing",Sales,1,2.0
"Manager, Brand Planning",Marketing,2,1.0
"Manager, Brand Projects",Advertising,1,1.0
"Manager, Brand Projects",Marketing,1,2.0
"Manager, Brand Projects",Project Management,1,3.0
"Manager, Budget and Analysis",Accounting/Auditing,1,1.0
"Manager, Budget and Analysis",Finance,1,2.0
"Manager, Business Account Sales",Business Development,3,1.0
"Manager, Business Account Sales",Sales,3,2.0
"Manager, Business Administration",Information Technology,1,1.0
"Manager, Business Administration",Project Management,1,2.0
"Manager, Business Applications - IS Business Apps - Full Time 8 Hour Days (Exempt) (Non-Union)",Information Technology,1,1.0
"Manager, Business Applications - IS Business Apps - Full Time 8 Hour Days (Exempt) (Non-Union)",Project Management,1,2.0
"Manager, Business Communications - TikTok Shop- Los Angeles",Marketing,1,1.0
"Manager, Business Communications - TikTok Shop- Los Angeles",Public Relations,1,2.0
"Manager, Business Communications - TikTok Shop- Los Angeles",Writing/Editing,1,3.0
"Manager, Business Communications- TikTok Shop- Seattle",Marketing,1,1.0
"Manager, Business Communications- TikTok Shop- Seattle",Public Relations,1,2.0
"Manager, Business Communications- TikTok Shop- Seattle",Writing/Editing,1,3.0
"Manager, Business Continuity & Disaster Recovery",Business Development,1,1.0
"Manager, Business Continuity & Disaster Recovery",Sales,1,2.0
"Manager, Business Controls (on-site Stamford, CT)",Finance,1,1.0
"Manager, Business Controls (on-site Stamford, CT)",Sales,1,2.0
"Manager, Business Development and Accounts (PR Agency)",Business Development,1,1.0
"Manager, Business Development and Accounts (PR Agency)",Sales,1,2.0
"Manager, Business Human Resources",Human Resources,1,1.0
"Manager, Business Intelligence Support",Analyst,1,1.0
"Manager, Business Intelligence Support",Information Technology,1,2.0
"Manager, Business Intelligence Support",Research,1,3.0
"Manager, Business Process",Management,2,1.0
"Manager, Business Process",Manufacturing,2,2.0
"Manager, Business Systems Analysis, Spectrum Enterprise",Analyst,3,1.0
"Manager, Business Systems Analysis, Spectrum Enterprise",Information Technology,3,2.0
"Manager, Business Systems Analysis, Spectrum Enterprise",Research,3,3.0
"Manager, Business Transformation",Business Development,1,1.0
"Manager, Business Transformation",Sales,1,2.0
"Manager, Business Unit Communications",Marketing,1,1.0
"Manager, Business Unit Communications",Public Relations,1,2.0
"Manager, Business Unit Communications",Writing/Editing,1,3.0
"Manager, Business and Marketing Operations",Marketing,1,1.0
"Manager, Business and Marketing Operations",Sales,1,2.0
"Manager, CRM Solutions",Customer Service,1,1.0
"Manager, CRM Solutions",Marketing,1,2.0
"Manager, CRM Solutions",Sales,1,3.0
"Manager, Capacity and Performance Management",Other,1,1.0
"Manager, Care Coordination (IN Medicaid)",Other,2,1.0
"Manager, Care Management (BH)",Health Care Provider,1,1.0
"Manager, Cash Mgmt - Estates",Finance,1,1.0
"Manager, Cash Mgmt - Estates",Sales,1,2.0
"Manager, Category Leadership COE",Marketing,1,1.0
"Manager, Category Leadership COE",Sales,1,2.0
"Manager, Change Management & Deployment",Information Technology,1,1.0
"Manager, Change Management & Deployment",Project Management,1,2.0
"Manager, Channel Marketing",Marketing,1,1.0
"Manager, Channel Marketing",Sales,1,2.0
"Manager, Channel Marketing - Employee Benefits",Marketing,1,1.0
"Manager, Channel Marketing - Employee Benefits",Product Management,1,2.0
"Manager, Channel Marketing - Employee Benefits",Sales,1,3.0
"Manager, Channel Marketing - Retirement Plan Participant Engagement Strategist",Marketing,1,1.0
"Manager, Channel Marketing - Retirement Plan Participant Engagement Strategist",Sales,1,2.0
"Manager, Circularity, FIFA World Cup 2026",Other,1,1.0
"Manager, Claims Integrity Provider Remediation (ALD)",Finance,1,1.0
"Manager, Claims Integrity Provider Remediation (ALD)",Sales,1,2.0
"Manager, Client Experience",Business Development,1,1.0
"Manager, Client Experience",Sales,1,2.0
"Manager, Client Partner- Diageo",Business Development,1,1.0
"Manager, Client Partner- Diageo",Sales,1,2.0
"Manager, Client Services (Virtual)",Business Development,1,1.0
"Manager, Client Services (Virtual)",Sales,1,2.0
"Manager, Client Success",Business Development,1,1.0
"Manager, Client Success",Sales,1,2.0
"Manager, Clinical Contracts & Finance - I",Finance,1,1.0
"Manager, Clinical Contracts & Finance - I",Science,1,2.0
"Manager, Clinical Data Management",Science,1,1.0
"Manager, Clinical Operations (COL/CTM Line Manager)",Management,1,1.0
"Manager, Clinical Operations (COL/CTM Line Manager)",Manufacturing,1,2.0
"Manager, Clinical Program",Information Technology,1,1.0
"Manager, Clinical Program",Project Management,1,2.0
"Manager, Clinical Quality Assurance",Science,1,1.0
"Manager, Clinical Study Lead",Analyst,1,1.0
"Manager, Clinical Study Lead",Information Technology,1,2.0
"Manager, Clinical Study Lead",Research,1,3.0
"Manager, Clinical Supply Chain",Health Care Provider,1,1.0
"Manager, Cloud Services Delivery- Remote",Engineering,1,1.0
"Manager, Cloud Services Delivery- Remote",Information Technology,1,2.0
"Manager, Coding Quality",Quality Assurance,1,1.0
"Manager, Commerce",Advertising,2,1.0
"Manager, Commerce",Marketing,2,2.0
"Manager, Commodity",Purchasing,1,1.0
"Manager, Commodity",Supply Chain,1,2.0
"Manager, Communications & PR",Marketing,1,1.0
"Manager, Communications & PR",Public Relations,1,2.0
"Manager, Communications,",Marketing,1,1.0
"Manager, Communications,",Public Relations,1,2.0
"Manager, Communications,",Writing/Editing,1,3.0
"Manager, Community & Communications",Management,2,1.0
"Manager, Community & Communications",Marketing,2,2.0
"Manager, Community Accounts",Sales,1,1.0
"Manager, Compliance",Legal,1,1.0
"Manager, Conference Operations",Business Development,1,1.0
"Manager, Conference Operations",Management,1,2.0
"Manager, Consumer Insights",Marketing,1,1.0
"Manager, Consumer Insights",Sales,1,2.0
"Manager, Contract Compliance",Legal,1,1.0
"Manager, Control Center",Management,1,1.0
"Manager, Control Center",Manufacturing,1,2.0
"Manager, Corporate Development",Business Development,1,1.0
"Manager, Corporate Development",Sales,1,2.0
"Manager, Corporate FP&A (Consolidation) - Decatur, IL or Erlanger, KY",Finance,1,1.0
"Manager, Corporate FP&A (Consolidation) - Decatur, IL or Erlanger, KY",Sales,1,2.0
"Manager, Corporate Finance",Finance,1,1.0
"Manager, Corporate Finance",Sales,1,2.0
"Manager, Corporate Sales Development",Business Development,2,1.0
"Manager, Corporate Sales Development",Sales,2,2.0
"Manager, Corporate Vertical Sales",Business Development,1,1.0
"Manager, Corporate Vertical Sales",Sales,1,2.0
"Manager, Corporate and Foundation Relations",Other,1,1.0
"Manager, Council Operations",Research,1,1.0
"Manager, Council Operations",Writing/Editing,1,2.0
"Manager, Counsel - Real Estate",Management,2,1.0
"Manager, Counsel - Real Estate",Sales,2,2.0
"Manager, Creative Design",Marketing,1,1.0
"Manager, Credit Risk",Finance,1,1.0
"Manager, Credit Risk",Sales,1,2.0
"Manager, Customer Center",Other,1,1.0
"Manager, Customer Commercialization (Pet)",Marketing,1,1.0
"Manager, Customer Commercialization (Pet)",Product Management,1,2.0
"Manager, Customer Development- West Reg",Other,1,1.0
"Manager, Customer Engineering",Engineering,1,1.0
"Manager, Customer Experience",Other,1,1.0
"Manager, Customer Experience Technology",Other,1,1.0
"Manager, Customer Service",Administrative,1,1.0
"Manager, Customer Service",Customer Service,1,2.0
"Manager, Customer Service",Management,1,3.0
"Manager, Customer Success",Other,1,1.0
"Manager, Customer Success (Grants)",Customer Service,1,1.0
"Manager, Customer Success (Grants)",Management,1,2.0
"Manager, Customer Success - Talent Solution (Large Enterprise)",Sales,1,1.0
"Manager, Customer Success Engagement *REMOTE*",Other,2,1.0
"Manager, Customer Supply Chain Target",Management,1,1.0
"Manager, Customer Supply Chain Target",Manufacturing,1,2.0
"Manager, Customer Support",Customer Service,1,1.0
"Manager, Customer Support Advisor (Remote)",Administrative,1,1.0
"Manager, Customer Technical Services",Engineering,1,1.0
"Manager, Customer Technical Services",Information Technology,1,2.0
"Manager, Cyber Technical Product Owner (Host and Endpoint Security)",Marketing,1,1.0
"Manager, Cyber Technical Product Owner (Host and Endpoint Security)",Product Management,1,2.0
"Manager, Cybersecurity Engineering",Engineering,1,1.0
"Manager, Cybersecurity Engineering",Information Technology,1,2.0
"Manager, Data & Analytics",Information Technology,1,1.0
"Manager, Data Analytics",Other,1,1.0
"Manager, Data Reporting & Analytics",Information Technology,1,1.0
"Manager, Data and Analytics - Supply Chain",Information Technology,1,1.0
"Manager, Database Administration- Washington DC",Information Technology,8,1.0
"Manager, Delivery Platforms & Processes (Remote)",Management,1,1.0
"Manager, Delivery Platforms & Processes (Remote)",Manufacturing,1,2.0
"Manager, Demand Planning",Manufacturing,2,1.0
"Manager, Demand Planning",Production,2,2.0
"Manager, Demand Planning",Supply Chain,2,3.0
"Manager, Detection Engineering",Information Technology,1,1.0
"Manager, Development",Education,1,1.0
"Manager, Development",Project Management,1,2.0
"Manager, Development",Writing/Editing,1,3.0
"Manager, Digital Analytics",Finance,1,1.0
"Manager, Digital Marketing",Marketing,1,1.0
"Manager, Digital Marketing",Sales,1,2.0
"Manager, Digital Marketing - SEO",Marketing,1,1.0
"Manager, Digital Marketing - SEO",Sales,1,2.0
"Manager, Digital Sales",Marketing,2,1.0
"Manager, Digital Sales",Sales,2,2.0
"Manager, Digital User Experience (UX)",Information Technology,1,1.0
"Manager, Distribution - Cedar City, UT - #111861",Management,2,1.0
"Manager, Distribution - Cedar City, UT - #111861",Manufacturing,2,2.0
"Manager, Distribution Engineering",Management,1,1.0
"Manager, Distribution Engineering",Manufacturing,1,2.0
"Manager, Distribution System Operations",Management,1,1.0
"Manager, Distribution System Operations",Manufacturing,1,2.0
"Manager, Distribution Systems",Management,1,1.0
"Manager, Distribution Systems",Manufacturing,1,2.0
"Manager, District Sales, Strategic Channel Partners",Business Development,2,1.0
"Manager, District Sales, Strategic Channel Partners",Sales,2,2.0
"Manager, Due Diligence Quality",Quality Assurance,1,1.0
"Manager, Durability Initiatives",Product Management,1,1.0
"Manager, Durability Initiatives",Quality Assurance,1,2.0
"Manager, Durability Initiatives",Supply Chain,1,3.0
"Manager, ECQ Operations",Management,1,1.0
"Manager, ECQ Operations",Manufacturing,1,2.0
"Manager, EH&S Generalist",Other,1,1.0
"Manager, EH&S and Compliance- Herndon VA",Management,2,1.0
"Manager, EH&S and Compliance- Herndon VA",Manufacturing,2,2.0
"Manager, EH&S and Compliance- Overland Park KS",Legal,3,1.0
"Manager, EH&S and Compliance- Washington DC",Management,2,1.0
"Manager, EH&S and Compliance- Washington DC",Manufacturing,2,2.0
"Manager, EHS",General Business,1,1.0
"Manager, EHS",Quality Assurance,1,2.0
"Manager, ENT & Allergy Clinic",Health Care Provider,1,1.0
"Manager, Education Audience Marketing (Thought Leadership)",Education,1,1.0
"Manager, Education Audience Marketing (Thought Leadership)",Training,1,2.0
"Manager, Employee Engagement",Human Resources,1,1.0
"Manager, Employee Engagement - Arlington",Human Resources,1,1.0
"Manager, Employee Relations & HR Compliance | Hybrid",Human Resources,1,1.0
"Manager, End User Compute",Other,1,1.0
"Manager, Endpoint Security Engineer",Information Technology,2,1.0
"Manager, Energy Supply & Business Development",Management,1,1.0
"Manager, Energy Supply & Business Development",Manufacturing,1,2.0
"Manager, Engineering",Engineering,3,1.0
"Manager, Engineering",Information Technology,3,2.0
"Manager, Engineering - Continuous Improvement",Engineering,1,1.0
"Manager, Engineering - Continuous Improvement",Management,1,2.0
"Manager, Engineering - Corporate Field Operations",Engineering,1,1.0
"Manager, Engineering - Corporate Field Operations",Information Technology,1,2.0
"Manager, Engineering - Tracing",Engineering,1,1.0
"Manager, Engineering - Tracing",Information Technology,1,2.0
"Manager, Engineering III",Engineering,1,1.0
"Manager, Engineering III",Information Technology,1,2.0
"Manager, Engineering Operations",Management,2,1.0
"Manager, Engineering Operations",Manufacturing,2,2.0
"Manager, Engineering Programs & Systems",Information Technology,1,1.0
"Manager, Engineering Programs & Systems",Project Management,1,2.0
"Manager, Enterprise Account Management",Business Development,1,1.0
"Manager, Enterprise Account Management",Sales,1,2.0
"Manager, Enterprise Risk Management",Legal,1,1.0
"Manager, Enterprise Sales - Sandy, UT",Sales,1,1.0
"Manager, Enterprise Services Risk Manager, Enterprise Services (ESR)",Information Technology,2,1.0
"Manager, Environmental, FIFA World Cup 2026",Management,1,1.0
"Manager, Environmental, FIFA World Cup 2026",Manufacturing,1,2.0
"Manager, Europe - Impact Investing (Business Development + Client Services)",Business Development,1,1.0
"Manager, Europe - Impact Investing (Business Development + Client Services)",Sales,1,2.0
"Manager, Event Production",Production,1,1.0
"Manager, Event Production",Project Management,1,2.0
"Manager, Event Production",Strategy/Planning,1,3.0
"Manager, Executive Visual Storytelling",Marketing,1,1.0
"Manager, External Quality Pharmacovigilance Compliance",Other,1,1.0
"Manager, FAC",Other,2,1.0
"Manager, FP&A",Finance,1,1.0
"Manager, FP&A",Sales,1,2.0
"Manager, FP&A News Group",Finance,2,1.0
"Manager, FP&A-Strategic Tech Finance",Finance,2,1.0
"Manager, FP&A-Strategic Tech Finance",Sales,2,2.0
"Manager, Facilities",Engineering,1,1.0
"Manager, Facilities",General Business,1,2.0
"Manager, Facilities",Management,1,3.0
"Manager, Facilities",Manufacturing,1,4.0
"Manager, Facilities Management, Hard",Administrative,1,1.0
"Manager, Facilities Management, Hard",Management,1,2.0
"Manager, Federal Sales",Information Technology,1,1.0
"Manager, Field Planning & Analytics",Management,1,1.0
"Manager, Field Planning & Analytics",Manufacturing,1,2.0
"Manager, Field Safety (Gas)",Management,1,1.0
"Manager, Field Safety (Gas)",Manufacturing,1,2.0
"Manager, Finance",Accounting/Auditing,1,1.0
"Manager, Finance",Finance,1,2.0
"Manager, Finance",General Business,1,3.0
"Manager, Finance (Revenue Recognition)",Finance,1,1.0
"Manager, Finance (Revenue Recognition)",Sales,1,2.0
"Manager, Finance Operations",Finance,1,1.0
"Manager, Finance Operations",Sales,1,2.0
"Manager, Financial Administration",Accounting/Auditing,1,1.0
"Manager, Financial Administration",Finance,1,2.0
"Manager, Financial Crime Compliance",Legal,1,1.0
"Manager, Financial Planning & Analytics",Finance,1,1.0
"Manager, Financial Planning & Analytics",Sales,1,2.0
"Manager, Financial Systems & Accounting",Finance,1,1.0
"Manager, Financial Systems & Accounting",Sales,1,2.0
"Manager, First Line Risk Manager (Product Management)",Finance,1,1.0
"Manager, First Line Risk Manager (Product Management)",Sales,1,2.0
"Manager, Franchise Performance",Business Development,3,1.0
"Manager, Franchise Performance",Strategy/Planning,3,2.0
"Manager, Franchise Performance",Training,3,3.0
"Manager, Freight Operations",Management,2,1.0
"Manager, Freight Operations",Manufacturing,2,2.0
"Manager, Fund Accounting",Accounting/Auditing,1,1.0
"Manager, Fund Accounting",Finance,1,2.0
"Manager, General Accounting",Management,1,1.0
"Manager, General Accounting",Manufacturing,1,2.0
"Manager, General Ledger",Manufacturing,1,1.0
"Manager, General Ledger",Product Management,1,2.0
"Manager, General Ledger",Project Management,1,3.0
"Manager, General Services (Real Estate / Facilities)",Management,1,1.0
"Manager, General Services (Real Estate / Facilities)",Manufacturing,1,2.0
"Manager, Geospatial Data Analytics Program Development - Albuquerque (Onsite)",Information Technology,1,1.0
"Manager, Global Business Underwriting-Hybrid",Analyst,1,1.0
"Manager, Global HR Process Owner - Time & Pay",Human Resources,1,1.0
"Manager, Global HR Process Owner- Talent & Development",Management,1,1.0
"Manager, Global HR Process Owner- Talent & Development",Manufacturing,1,2.0
"Manager, Global HR Systems & Process Owner",Information Technology,1,1.0
"Manager, Global HR Systems & Process Owner - SuccessFactors",Information Technology,1,1.0
"Manager, Global Internal Communications",Marketing,1,1.0
"Manager, Global Internal Communications",Public Relations,1,2.0
"Manager, Global Internal Communications",Writing/Editing,1,3.0
"Manager, Global Procurement - Clinical",Purchasing,2,1.0
"Manager, Global Procurement - Clinical",Supply Chain,2,2.0
"Manager, Global Regulatory Affairs",Legal,1,1.0
"Manager, Global Regulatory Affairs",Research,1,2.0
"Manager, Global Regulatory Affairs",Science,1,3.0
"Manager, Global Regulatory Affairs CMC Submissions Management",Legal,1,1.0
"Manager, Global Security and Operations",Information Technology,1,1.0
"Manager, Global Security and Operations",Management,1,2.0
"Manager, Global Security and Operations",Other,1,3.0
"Manager, Government Contracts",Management,2,1.0
"Manager, Government Contracts",Manufacturing,2,2.0
"Manager, Government Operations, Billing",Legal,1,1.0
"Manager, Government Relations - DC",Other,1,1.0
"Manager, HR Compliance",Human Resources,1,1.0
"Manager, High Risk Disease Detection",Consulting,1,1.0
"Manager, High Risk Disease Detection",Finance,1,2.0
"Manager, High Risk Disease Detection",Marketing,1,3.0
"Manager, Human Resources",Human Resources,2,1.0
"Manager, Human Resources - Shoreside",Human Resources,1,1.0
"Manager, Human Resources Business Partner - Corporate",Administrative,1,1.0
"Manager, Human Resources Business Partner - Corporate",Business Development,1,2.0
"Manager, Human Resources Business Partner - Corporate",Human Resources,1,3.0
"Manager, IT Help Desk",Information Technology,1,1.0
"Manager, IT Infrastructure",Information Technology,2,1.0
"Manager, IT Networking",Information Technology,1,1.0
"Manager, IT Ops Process and Metrics",Information Technology,1,1.0
"Manager, IT Service Desk",Information Technology,1,1.0
"Manager, IT Support Services",Information Technology,1,1.0
"Manager, Indirect Spend & Logistics",Management,1,1.0
"Manager, Indirect Spend & Logistics",Manufacturing,1,2.0
"Manager, Industrial Health & Safety",Management,1,1.0
"Manager, Industrial Health & Safety",Manufacturing,1,2.0
"Manager, Influencer Marketing",Marketing,1,1.0
"Manager, Influencer Marketing",Sales,1,2.0
"Manager, Information Security Office (ISO) Consultant",Information Technology,13,1.0
"Manager, Information Systems (Clinical Applications) - IS Inpatient Apps - Full Time 8 Hour Days (Exempt) (Non-Union)",Information Technology,1,1.0
"Manager, Information and Tech Services - MGT",Engineering,1,1.0
"Manager, Information and Tech Services - MGT",Information Technology,1,2.0
"Manager, Inside Sales (UPSCO)",Business Development,1,1.0
"Manager, Inside Sales (UPSCO)",Sales,1,2.0
"Manager, Insurance Services",Finance,1,1.0
"Manager, Insurance Services",Sales,1,2.0
"Manager, Integrated Media Planning",Strategy/Planning,1,1.0
"Manager, Interior Design Virtual",Other,1,1.0
"Manager, Internal Audit",Accounting/Auditing,1,1.0
"Manager, Internal Audit",Finance,1,2.0
"Manager, Internal Audit",Legal,1,3.0
"Manager, International Accounting & Consolidations (Hybrid, 3 days in the Palo Alto, CA Office)",Finance,1,1.0
"Manager, International Tax",Accounting/Auditing,7,1.0
"Manager, International Trade and Compliance",General Business,1,1.0
"Manager, International Trade and Compliance",Legal,1,2.0
"Manager, International Trade and Compliance",Other,1,3.0
"Manager, Inventory Technical Operations",Management,1,1.0
"Manager, Inventory Technical Operations",Manufacturing,1,2.0
"Manager, Investment Activation",Finance,1,1.0
"Manager, Investment Activation",Sales,1,2.0
"Manager, Investor Relations",Finance,1,1.0
"Manager, Investor Relations",Sales,1,2.0
"Manager, Job Training Center (Hybrid)",Human Resources,1,1.0
"Manager, LOS Administration",Administrative,1,1.0
"Manager, Laboratory Medicine (Hematology Lab)",Health Care Provider,1,1.0
"Manager, Laboratory Operations - Microbiology",Management,1,1.0
"Manager, Laboratory Operations - Microbiology",Manufacturing,1,2.0
"Manager, Learning & Development",Human Resources,1,1.0
"Manager, M&A Tax - Partnership Transactions Group",Accounting/Auditing,1,1.0
"Manager, MM Non-ERP Steel & Concrete",Management,1,1.0
"Manager, MM Non-ERP Steel & Concrete",Manufacturing,1,2.0
"Manager, Maintenance Field Operations",Management,1,1.0
"Manager, Maintenance Field Operations",Manufacturing,1,2.0
"Manager, Managed Care Contracting",Health Care Provider,1,1.0
"Manager, Managed Network Services Operations",Information Technology,1,1.0
"Manager, Manufacturing (Day/ Night)",Management,1,1.0
"Manager, Manufacturing (Day/ Night)",Manufacturing,1,2.0
"Manager, Manufacturing - Cartridge Line",Management,1,1.0
"Manager, Manufacturing - Cartridge Line",Manufacturing,1,2.0
"Manager, Manufacturing Art",Management,1,1.0
"Manager, Manufacturing Art",Manufacturing,1,2.0
"Manager, Manufacturing Engineering - Medical Device",Engineering,1,1.0
"Manager, Manufacturing Engineering - Medical Device",Manufacturing,1,2.0
"Manager, Market Strategy",Business Development,1,1.0
"Manager, Market Strategy",Sales,1,2.0
"Manager, Marketing Communications - Publishing",Advertising,1,1.0
"Manager, Marketing Communications - Publishing",Marketing,1,2.0
"Manager, Marketing Communications - Publishing",Public Relations,1,3.0
"Manager, Marketing Technology & Operations",General Business,1,1.0
"Manager, Marketing Technology & Operations",Management,1,2.0
"Manager, Marketing Technology & Operations",Project Management,1,3.0
"Manager, Marketing and Sales Expenditure Analyst – Plano, TX",Marketing,1,1.0
"Manager, Marketing and Sales Expenditure Analyst – Plano, TX",Sales,1,2.0
"Manager, Mechatronics Engineer",Engineering,1,1.0
"Manager, Mechatronics Engineer",Information Technology,1,2.0
"Manager, Media Planning",Other,1,1.0
"Manager, Medical Bill Review, Hybrid Remote in Lansing, MI or Remote opportunity",Health Care Provider,1,1.0
"Manager, Medical Information, Immunology",Health Care Provider,1,1.0
"Manager, Medicare Sales",Business Development,1,1.0
"Manager, Medicare Sales",Sales,1,2.0
"Manager, Meetings & Events",Management,1,1.0
"Manager, Meetings & Events",Manufacturing,1,2.0
"Manager, Memory Care",Health Care Provider,1,1.0
"Manager, Merchandise Analytics",Marketing,1,1.0
"Manager, Merchandise Analytics",Sales,1,2.0
"Manager, Merchandise Execution",Marketing,2,1.0
"Manager, Merchandise Execution",Sales,2,2.0
"Manager, Merchandising Growth",Business Development,1,1.0
"Manager, Merchandising Growth",Management,1,2.0
"Manager, Merchandising Growth",Project Management,1,3.0
"Manager, National Acquisition",Sales,1,1.0
"Manager, Omnichannel Operations",Management,1,1.0
"Manager, Omnichannel Operations",Manufacturing,1,2.0
"Manager, Omnichannel Operations - Burbank",Management,1,1.0
"Manager, Omnichannel Operations - Burbank",Manufacturing,1,2.0
"Manager, Online DMV",Information Technology,1,1.0
"Manager, Operations",Manufacturing,3,1.0
"Manager, Operations",Management,2,2.0
"Manager, Operations",Production,1,3.0
"Manager, Operations",Supply Chain,1,4.0
"Manager, Operations Planning",Management,1,1.0
"Manager, Operations Planning",Manufacturing,1,2.0
"Manager, Organizational Development & Effectiveness",Human Resources,1,1.0
"Manager, Outplacement Services / Career Coach & Resume Writer *In-Office - Omaha, NE (Full or Part-Time)",Consulting,2,1.0
"Manager, Outplacement Services / Career Coach & Resume Writer *In-Office - Omaha, NE (Full or Part-Time)",Human Resources,2,2.0
"Manager, Outplacement Services / Career Coach & Resume Writer *In-Office - Omaha, NE (Full or Part-Time)",Writing/Editing,2,3.0
"Manager, Outside Sales",Business Development,1,1.0
"Manager, Outside Sales",Sales,1,2.0
"Manager, Paid Media",Advertising,2,1.0
"Manager, Paid Media",Marketing,2,2.0
"Manager, Paid Media",Strategy/Planning,1,3.0
"Manager, Paid Social",Other,1,1.0
"Manager, Partner Development",Other,1,1.0
"Manager, Partner Strategy and Business Development",Business Development,1,1.0
"Manager, Partner Strategy and Business Development",Sales,1,2.0
"Manager, Partnership Strategy Legends Growth Enterprises",Business Development,1,1.0
"Manager, Partnership Strategy Legends Growth Enterprises",Sales,1,2.0
"Manager, Patient Access",Health Care Provider,1,1.0
"Manager, Patient Access Quality/ Full-Time",Health Care Provider,1,1.0
"Manager, Patient Enrollment (Outbound Tele sales)",Business Development,1,1.0
"Manager, Patient Enrollment (Outbound Tele sales)",Sales,1,2.0
"Manager, Patient Placement Center",Human Resources,1,1.0
"Manager, Patient Support & Insurance",Information Technology,1,1.0
"Manager, Payroll",Human Resources,1,1.0
"Manager, People Analytics",Human Resources,2,1.0
"Manager, People Data & Governance",Human Resources,1,1.0
"Manager, People M&A",Human Resources,1,1.0
"Manager, People Relations",Human Resources,1,1.0
"Manager, People Services (PSM)",Human Resources,1,1.0
"Manager, Performance Engineering",Analyst,1,1.0
"Manager, Performance Engineering",Information Technology,1,2.0
"Manager, Performance Engineering",Research,1,3.0
"Manager, Pharmacy Regional Account Management",Business Development,1,1.0
"Manager, Pharmacy Regional Account Management",Sales,1,2.0
"Manager, Physical Security and Facilities",Information Technology,1,1.0
"Manager, Physical Security and Facilities",Management,1,2.0
"Manager, Physical Security and Facilities",Other,1,3.0
"Manager, Physical Therapy: Adult Acute Care",Health Care Provider,1,1.0
"Manager, Physician Training",Health Care Provider,1,1.0
"Manager, Physician Training",Training,1,2.0
"Manager, Planning & Analysis",Finance,1,1.0
"Manager, Planning & Analysis",Sales,1,2.0
"Manager, Platform Ops & Data",Information Technology,1,1.0
"Manager, Platform Ops & Data",Product Management,1,2.0
"Manager, Platform Ops & Data",Project Management,1,3.0
"Manager, Player Relations",Other,1,1.0
